"Register","Page","Nº","Campo","Descrição","Tipo","Tam","Dec","Obrig","Entr","Saídas"
"D600","pva","1","REG","Texto fixo contendo “D600”","C","004*","","OC","",""
"D600","pva","2","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela Documentos Fiscais do ICMS","C","002*","","","",""
"D600","pva","3","COD_MUN","Código do município dos terminais faturados, conforme a tabela IBGE","N","007*","","","",""
"D600","pva","4","SER","Série do documento fiscal","C","004","","","",""
"D600","pva","5","SUB","Subsérie do documento fiscal","N","003","","","",""
"D600","pva","6","COD_CONS","Código de classe de consumo dos serviços de comunicação ou de telecomunicação, conforme a Tabela Classes de Consumo dos Serviços de Comunicação e Telecomunicação","N","002*","","","",""
"D600","pva","7","QTD_CONS","Quantidade de documentos consolidados neste registro","N","","","","",""
"D600","pva","8","DT_DOC","Data dos documentos consolidados","D","008*","","","",""
"D600","pva","9","VL_DOC","Valor total acumulado dos documentos fiscais","N","","2","","",""
"D600","pva","10","VL_DESC","Valor acumulado dos descontos","N","","2","","",""
"D600","pva","11","VL_SERV","Valor acumulado das prestações de serviços tributadas pelo ICMS","N","","2","","",""
"D600","pva","12","VL_SERV_NT","Valor acumulado dos serviços não-tributados pelo ICMS","N","","2","","",""
"D600","pva","13","VL_TERC","Valores cobrados em nome de terceiros","N","","2","","",""
"D600","pva","14","VL_DA","Valor acumulado das despesas acessórias","N","","2","","",""
"D600","pva","15","VL_BC_ICMS","Valor acumulado da base de cálculo do ICMS","N","","2","","",""
"D600","pva","16","VL_ICMS","Valor acumulado do ICMS","N","","2","","",""
"D600","pva","17","VL_PIS","Valor do PIS","N","","2","","",""
"D600","pva","18","VL_COFINS","Valor da COFINS","N","","2","","",""
"D610","pva","1","REG","Texto fixo contendo “D610”","C","004*","","O","",""
"D610","pva","2","COD_CLASS","Código de classificação do item do serviço de comunicação ou de telecomunicação, conforme a Tabela Classificação de Itens de Energia Elétrica, Serviços de Comunicação e Telecomunicação","N","004*","","","",""
"D610","pva","3","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","","","",""
"D610","pva","4","QTD","Quantidade acumulada do item","N","","3","","",""
"D610","pva","5","UNID","Unidade do item (Campo 02 do registro 0190)","C","006","","","",""
"D610","pva","6","VL_ITEM","Valor acumulado do item","N","","2","","",""
"D610","pva","7","VL_DESC","Valor acumulado dos descontos","N","","2","","",""
"D610","pva","8","CST_ICMS","Código da Situação Tributária referente ao ICMS","N","003*","","","",""
"D610","pva","9","CFOP","Código Fiscal de Operação e Prestação","N","004*","","","",""
"D610","pva","10","ALIQ_ICMS","Alíquota do ICMS","N","006","2","","",""
"D610","pva","11","VL_BC_ICMS","Valor acumulado da base de cálculo do ICMS","N","","2","","",""
"D610","pva","12","VL_ICMS","Valor acumulado do ICMS debitado","N","","2","","",""
"D610","pva","13","VL_BC_ICMS_ST","Valor da base de cálculo do ICMS de outras UFs","N","","2","","",""
"D610","pva","14","VL_ICMS_ST","Valor do ICMS retido por de outras UFs","N","","2","","",""
"D610","pva","15","VL_RED_BC","Valor não tributado em função da redução da base de cálculo do ICMS, referente à combinação de CST/ICMS, CFOP e alíquota do ICMS","N","","2","","",""
"D610","pva","16","VL_PIS","Valor acumulado do PIS","N","","2","","",""
"D610","pva","17","VL_COFINS","Valor acumulado da COFINS","N","","2","","",""
"D610","pva","18","COD_CTA","Código da conta analítica contábil debitada/creditada","C","","","","",""
"D690","pva","1","REG","Texto fixo contendo “D690”","C","004*","","O","",""
"D690","pva","2","CST_ICMS","Código da Situação Tributária referente ao ICMS","N","003*","","","",""
"D690","pva","3","CFOP","Código Fiscal de Operação e Prestação","N","004*","","","",""
"D690","pva","4","ALIQ_ICMS","Alíquota do ICMS","N","006","2","","",""
"D690","pva","5","VL_OPR","Valor da operação correspondente à combinação de CST/ICMS, CFOP e alíquota do ICMS, incluídas as despesas acessórias e acréscimos","N","","2","","",""
"D690","pva","6","VL_BC_ICMS","Parcela correspondente ao “Valor da base de cálculo do ICMS” referente à combinação CST/ICMS, CFOP e alíquota do ICMS","N","","2","","",""
"D690","pva","7","VL_ICMS","Parcela correspondente ao “Valor do ICMS” referente à combinação CST/ICMS, CFOP e alíquota do ICMS","N","","2","","",""
"D690","pva","8","VL_BC_ICMS_ST","Parcela correspondente ao “Valor da base de cálculo do ICMS” de outras UFs referente à combinação de CST/ICMS, CFOP e alíquota do ICMS","N","","2","","",""
"D690","pva","9","VL_ICMS_ST","Parcela correspondente ao valor creditado/debitado do ICMS de outras UFs, referente à combinação de CST/ICMS, CFOP e alíquota do ICMS","N","","2","","",""
"D690","pva","10","VL_RED_BC","Valor não tributado em função da redução da base de cálculo do ICMS, referente à combinação de CST/ICMS, CFOP e alíquota do ICMS","N","","2","","",""
"D690","pva","11","COD_OBS","Código da observação do lançamento fiscal (campo 02 do Registro 0460)","C","006","","","",""
"D695","pva","1","REG","Texto fixo contendo “D695”","C","004*","","OC","",""
"D695","pva","2","COD_MOD","Código do modelo do documento fiscal, conforme a Tabela Documentos Fiscais do ICMS","C","002*","","","",""
"D695","pva","3","SER","Série do documento fiscal","C","004","","","",""
"D695","pva","4","NRO_ORD_INI","Número de ordem inicial","N","009","","","",""
"D695","pva","5","NRO_ORD_FIN","Número de ordem final","N","009","","","",""
"D695","pva","6","DT_DOC_INI","Data de emissão inicial dos documentos","D","008*","","","",""
"D695","pva","7","DT_DOC_FIN","Data de emissão final dos documentos","D","008*","","","",""
"D695","pva","8","NOM_MEST","Nome do arquivo Mestre de Documento Fiscal","C","033","","","",""
"D695","pva","9","CHV_COD_DIG","Chave de codificação digital do arquivo mestre de documento fiscal","C","032","","","",""
"D696","pva","1","REG","Texto fixo contendo “D696”","C","004*","","O","",""
"D696","pva","2","CST_ICMS","Código da Situação Tributária referente ao ICMS","N","003*","","","",""
"D696","pva","3","CFOP","Código Fiscal de Operação e Prestação","N","004*","","","",""
"D696","pva","4","ALIQ_ICMS","Alíquota do ICMS","N","006","2","","",""
"D696","pva","5","VL_OPR","Valor da operação correspondente à combinação de CST/ICMS, CFOP e alíquota do ICMS, incluídas as despesas acessórias e acréscimos","N","","2","","",""
"D696","pva","6","VL_BC_ICMS","Parcela correspondente ao “Valor da base de cálculo do ICMS” referente à combinação CST/ICMS, CFOP e alíquota do ICMS","N","","2","","",""
"D696","pva","7","VL_ICMS","Parcela correspondente ao “Valor do ICMS” referente à combinação CST/ICMS, CFOP e alíquota do ICMS","N","","2","","",""
"D696","pva","8","VL_BC_ICMS_ST","Valor da base de cálculo do ICMS de outras UFs","N","","2","","",""
"D696","pva","9","VL_ICMS_ST","Valor do ICMS retido de outras UFs","N","","2","","",""
"D696","pva","10","VL_RED_BC","Valor não tributado em função da redução da base de cálculo do ICMS, referente à combinação de CST/ICMS, CFOP e alíquota do ICMS","N","","2","","",""
"D696","pva","11","COD_OBS","Código da observação do lançamento fiscal (campo 02 do Registro 0460)","C","006","","","",""
"D697","pva","1","REG","Texto fixo contendo “D697”","C","004*","","","",""
"D697","pva","2","UF","Sigla da unidade da federação","C","002*","","","",""
"D697","pva","3","VL_BC_ICMS_ST","Base de cálculo do ICMS","N","","2","","",""
"D697","pva","4","VL_ICMS_ST","Valor do ICMS","N","","2","","",""
"D700","pva","1","REG","Texto fixo contendo “D700”","C","004*","","OC","",""
"D700","pva","2","IND_OPER","Indicador do tipo de operação","C","001*","","O","",""
"D700","pva","3","IND_EMIT","Indicador do emitente do documento fiscal","C","001*","","O","",""
"D700","pva","4","COD_PART","Código do participante (campo 02 do Registro 0150): - prestador de serviço, no caso de aquisição de serviço","C","060","","","",""
"D700","pva","5","COD_MOD","Código do modelo do documento fiscal, conforme Tabela 4.1.1","C","002*","","O","",""
"D700","pva","6","COD_SIT","Código da situação do documento fiscal, conforme a Tabela 4.1.2","N","002*","","O","",""
"D700","pva","7","SER","Série do documento fiscal","C","003","","O","",""
"D700","pva","8","NUM_DOC","Número do documento fiscal","N","009","","O","",""
"D700","pva","9","DT_DOC","Data da emissão do documento fiscal","D","008*","","O","",""
"D700","pva","10","DT_A_P","Data da aquisição ou da prestação do serviço","D","008*","","","",""
"D700","pva","11","VL_DOC","Valor total do documento fiscal","N","","2","O","",""
"D700","pva","12","VL_DESC","Valor total do desconto","N","","2","","",""
"D700","pva","13","VL_SERV","Valor dos serviços tributados pelo ICMS","N","","2","O","",""
"D700","pva","14","VL_SERV_NT","Valores cobrados em nome do prestador sem destaque de ICMS","N","","2","","",""
"D700","pva","15","VL_TERC","Valores cobrados em nome de terceiros","N","","2","","",""
"D700","pva","16","VL_DA","Valor de despesas acessórias indicadas no documento fiscal","N","","2","","",""
"D700","pva","17","VL_BC_ICMS","Valor da base de cálculo do ICMS","N","","2","","",""
"D700","pva","18","VL_ICMS","Valor do ICMS","N","","2","","",""
"D700","pva","19","COD_INF","Código da informação complementar do documento fiscal (campo 02 do Registro 0450)","C","006","","","",""
"D700","pva","20","VL_PIS","Valor do PIS/PASEP","N","","2","","",""
"D700","pva","21","VL_COFINS","Valor total da COFINS","N","","2","","",""
"D700","pva","22","CHV_DOCE","Chave da Nota Fiscal Fatura de Serviço de Comunicação Eletrônica","C","044*","","O","",""
"D700","pva","23","FIN_DOCE","Finalidade da emissão do documento eletrônico","N","001*","","O","",""
"D700","pva","24","TIP_FAT","Tipo de Faturamento do Documento Eletrônico","N","001*","","O","",""
"D700","pva","25","COD_MOD_DOC_REF","Código do modelo do documento fiscal referenciado, conforme a Tabela 4.1.1","C","002*","","","",""
"D700","pva","26","CHV_DOCE_REF","Chave da nota referenciada","C","044*","","","",""
"D700","pva","27","HASH_DOC_REF"," Código de autenticação digital do registro (Convênio 115/2003)","C","032","","","",""
"D700","pva","28","SER_DOC_REF","Série do documento fiscal referenciado","C","004","","","",""
"D700","pva","29","NUM_DOC_REF","Número do documento fiscal referenciado","N","009","","","",""
"D700","pva","30","MES_DOC_REF","Mês e ano da emissão do documento fiscal referenciado","N","006*","","","",""
"D700","pva","31","COD_MUN_DEST","Código do Município do destinatário conforme a tabela do IBGE","N","007*","","","",""
"D700","pva","32","DED","Deduções","N","","2","","",""
"D730","pva","1","REG","Texto fixo contendo “D730”","C","004*","","O","",""
"D730","pva","2","CST_ICMS","Código da Situação Tributária referente ao ICMS","N","003*","","O","",""
"D730","pva","3","CFOP","Código Fiscal de Operação e Prestação","N","004*","","O","",""
"D730","pva","4","ALIQ_ICMS","Alíquota do ICMS","N","006","2","","",""
"D730","pva","5","VL_OPR","Valor da operação correspondente à combinação de CST/ICMS, CFOP e alíquota do ICMS, incluídas as despesas acessórias e acréscimos","N","","2","O","",""
"D730","pva","6","VL_BC_ICMS","Parcela correspondente ao “Valor da base de cálculo do ICMS” referente à combinação CST/ICMS, CFOP e alíquota do ICMS","N","","2","O","",""
"D730","pva","7","VL_ICMS","Parcela correspondente ao “Valor do ICMS” referente à combinação CST/ICMS, CFOP e alíquota do ICMS","N","","2","O","",""
"D730","pva","8","VL_RED_BC","Valor da Redução de Base de Cálculo ICMS","N","","2","O","",""
"D730","pva","9","COD_OBS","Código da observação do lançamento fiscal (campo 02 do Registro 0460)","C","006","","","",""
"D731","pva","1","REG","Texto fixo contendo “D731”","C","004*","","","",""
"D731","pva","2","VL_FCP_OP","Valor do Fundo de Combate à Pobreza (FCP) vinculado à operação própria, na combinação de CST_ICMS, CFOP e alíquota do ICMS","N","","2","O","",""
"D735","pva","1","REG","Texto fixo contendo “D735”","C","004*","","","",""
"D735","pva","2","COD_OBS","Código da observação do lançamento fiscal (campo 02 do Registro 0460)","C","006","","O","",""
"D735","pva","3","TXT_COMPL","Descrição complementar do código de observação","C","","","","",""
"D737","pva","1","REG","Texto fixo contendo “D737”","C","004*","","","",""
"D737","pva","2","COD_AJ","Código do ajuste/benefício/incentivo conforme tabela indicada no item 5.3 ","C","010*","","O","",""
"D737","pva","3","DESCR_COMPL_AJ","Descrição complementar do ajuste do documento fiscal","C","","","","",""
"D737","pva","4","COD_ITEM","Código do item (campo 02 do Registro 0200)","C","060","","","",""
"D737","pva","5","VL_BC_ICMS","Base de Calculo do ICMS","N","","2","","",""
"D737","pva","6","ALIQ_ICMS","Alíquota do ICMS","N","006","2","","",""
"D737","pva","7","VL_ICMS","Valor do ICMS","N","","2","","",""
"D737","pva","8","VL_OUTROS","Outros valores","N","","2","","",""
"D750","pva","1","REG","Texto fixo contendo “D750","C","004*","","OC","",""
"D750","pva","2","COD_MOD","Código do modelo do documento fiscal, conforme Tabela 4.1.1","C","002*","","","",""
"D750","pva","3","SER","Série do documento fiscal","N","003","","","",""
"D750","pva","4","DT_DOC","Data dos documentos consolidados","D","008*","","O","",""
"D750","pva","5","QTD_CONS","Quantidade de documentos consolidados neste registro","N","","","","",""
"D750","pva","6","IND_PREPAGO","Forma de Pagamento","N","","","","",""
"D750","pva","7","VL_DOC","Valor total acumulado do documento fiscal","N","","2","","",""
"D750","pva","8","VL_SERV","Valor dos serviços tributados pelo ICMS","N","","2","","",""
"D750","pva","9","VL_SERV_NT","Valores acumulados não tributados pelo ICMS","N","","2","","",""
"D750","pva","10","VL_TERC","Valores cobrados em nome de terceiros","N","","2","","",""
"D750","pva","11","VL_DESC","Valor total dos descontos","N","","2","","",""
"D750","pva","12","VL_DA","Valor acumulado de despesas acessórias","N","","2","","",""
"D750","pva","13","VL_BC_ICMS","Valor da base de cálculo do ICMS","N","","2","","",""
"D750","pva","14","VL_ICMS","Valor acumulado do ICMS","N","","2","","",""
"D750","pva","15","VL_PIS","Valor do PIS/PASEP","N","","2","","",""
"D750","pva","16","VL_COFINS","Valor total da COFINS","N","","2","","",""
"D750","pva","17","DED","Deduções","N","","2","","",""
"D760","pva","1","REG","Texto fixo contendo “D760","C","004*","","OC","",""
