"Register","Page","Nº","Campo","Descrição","Tipo","Tam","Dec","Obrig"
"1500","pva","9","VL_CRED_DESC_PA_ANT","Valor do Crédito utilizado mediante Desconto, em Período(s)  Anterior(es)","N","","2","O"
"1500","pva","10","VL_CRED_PER_PA_ANT","Valor do Crédito utilizado mediante Pedido de Ressarcimento, em Período(s) Anterior(es).","N","","2",""
"1500","pva","11","VL_CRED_DCOMP_PA_ANT","Valor do Crédito utilizado mediante Declaração de Compensação Intermediária (Crédito de Exportação), em Período(s) Anterior(es)","N","","2",""
"1500","pva","12","SD_CRED_DISP_EFD","Saldo do Crédito Disponível para Utilização neste  Período de Escrituração (08-09-10-11)","N","","2","O"
"1500","pva","13","VL_CRED_DESC_EFD","Valor do Crédito descontado neste período de escrituração","N","","2",""
"1500","pva","14","VL_CRED_PER_EFD","Valor do Crédito objeto de Pedido de Ressarcimento (PER) neste período de escrituração","N","","2",""
"1500","pva","15","VL_CRED_DCOMP_EFD","Valor do Crédito utilizado mediante Declaração de Compensação Intermediária neste período de escrituração","N","","2",""
"1500","pva","16","VL_CRED_TRANS","Valor do crédito transferido em evento de cisão, fusão ou incorporação","N","","2",""
"1500","pva","17","VL_CRED_OUT","Valor do crédito utilizado por outras formas","N","","2",""
"1500","pva","18","SLD_CRED_FIM","Saldo de créditos a utilizar em período de apuração futuro (12-13-14-15-16-17).","N","","2","O"
"1700","pva","1","REG","Texto fixo contendo 1700","C","004","",""
"1700","pva","2","IND_NAT_RET","Indicador de Natureza da Retenção na Fonte","N","002*","","O"
"1700","pva","3","PR_REC_RET","Período do Recebimento e da Retenção(MM/AAAA)","N","006*","","O"
"1700","pva","4","VL_RET_APU","Valor Total da Retenção","N","","2","O"
"1700","pva","5","VL_RET_DED","Valor da Retenção deduzida da Contribuição Devida","N","","2","O"
"1700","pva","6","VL_RET_PER","Valor da Retenção utilizada mediante Pedido de Ressarcimento.","N","","2","O"
"1700","pva","7","VL_RET_DCOMP","Valor da Retenção utilizada mediante Declaração de Compensação.","N","","2","O"
"1700","pva","8","SLD_RET","Saldo de Retenção a Utilizar em Períodos de Apuração Futuros.","N","","2","O"
"1800","pva","1","REG","Texto fixo contendo 1800","C","004","",""
"1800","pva","2","INC_IMOB","Empreendimento objeto de Incorporação Imobiliária, optante pelo RET.","C","090","","O"
"1800","pva","3","REC_RECEB_RET","Receitas recebidas pela incorporadora na venda das unidades imobiliárias que compõem a incorporação.","N","","2","O"
"1800","pva","4","REC_FIN_RET","Receitas Financeiras e Variações Monetárias decorrentes das vendas submetidas ao RET.","N","","2",""
"1800","pva","5","BC_RET","Base de Cálculo do Recolhimento Unificado","N","","2","O"
"1800","pva","6","ALIQ_RET","Alíquota do Recolhimento Unificado","N","006","2","O"
"1800","pva","7","VL_REC_UNI","Valor do Recolhimento Unificado.","N","","2","O"
"1800","pva","8","DT_REC_UNI","Data do recolhimento unificado","D","008*","",""
"1800","pva","9","COD_REC","Código da Receita","C","004","",""
"1809","pva","1","REG","Texto fixo contendo 1809","C","004*","",""
"1809","pva","2","NUM_PROC","Identificação do processo ou ato concessório","C","020","","O"
"1809","pva","3","IND_PROC","Indicador da origem do processo","C","001*","","O"
"1900","pva","1","REG","Texto fixo contendo 1900","C","004*","","OC"
"1900","pva","2","CNPJ","CNPJ do estabelecimento da pessoa jurídica, emitente dos documentos geradores de receita","N","014*","","O"
"1900","pva","3","COD_MOD","Código do modelo do documento fiscal conforme a Tabela 4.1.1, ou 98 - Nota Fiscal de Prestação de Serviços (ISSQN) ou 99 - Outros Documentos","C","002*","","O"
"1900","pva","4","SER","Série do documento fiscal","C","004","",""
"1900","pva","5","SUB_SER","Subsérie do documento fiscal","N","020","",""
"1900","pva","6","COD_SIT","Código da situação do documento fiscal","N","002*","","O"
"1900","pva","7","VL_TOT_REC","Valor total da receita, conforme os documentos emitidos no período, representativos da venda de bens e serviços","N","","2","O"
"1900","pva","8","QUANT_DOC","Quantidade total de documentos emitidos no período","N","","",""
"1900","pva","9","CST_PIS","Código da Situação Tributária referente ao PIS/Pasep","N","002*","",""
"1900","pva","10","CST_COFINS","Código da Situação Tributária referente a COFINS","N","002*","",""
"1900","pva","11","CFOP","Código Fiscal de Operação e Prestação","N","004*","",""
"1900","pva","12","INFO_COMPL","Informação complementar","C","","",""
"1900","pva","13","COD_CTA","Código da conta analítica contábil representativa da receita recebida","C","255","",""
"1990","pva","1","REG","Texto fixo contendo 1990","C","004","","O"
"1990","pva","2","QTD_LIN_1","Quantidade total de linhas do Bloco 1","N","","","O"
"9001","pva","1","REG","Texto fixo contendo 9001","C","004","","O"
"9001","pva","2","IND_MOV","Indicador de movimento: 0- Bloco com dados informados; 1- Bloco sem dados informados.","N","001","","O"
"9900","pva","1","REG","Texto fixo contendo 9900","C","004","","O"
"9900","pva","2","REG_BLC","Registro que será totalizado no próximo campo","C","004","","O"
"9900","pva","3","QTD_REG_BLC","Total de registros do tipo informado no campo anterior","N","","","O"
"9990","pva","1","REG","Texto fixo contendo 9990","C","004","","O"
"9990","pva","2","QTD_LIN_9","Quantidade total de linhas do Bloco 9","N","","","O"
"9999","pva","1","REG","Texto fixo contendo 9999","C","004","","O"
"9999","pva","2","QTD_LIN","Quantidade total de linhas do arquivo digital.","N","","","O"
